"Word"	"Frequency"
"answering"	5
"answers"	19
"antagonism"	2
"antagonist"	2
"antagonists"	1
"antagonized"	2
"antagonizes"	1
"ante"	2
"antediluvian"	1
"antelope"	1
"antenna"	2
"antennas"	1
"anthem"	2
"anthems"	1
"anthony"	30
"anthropological"	1
"anthropologie"	1
"anthropology"	2
"anti"	43
"antianxiety"	1
"antibiotics"	1
"antic"	1
"anticipate"	4
"anticipated"	11
"anticipates"	1
"anticipating"	6
"anticipation"	11
"anticipatory"	1
"anticompetitive"	3
"antics"	4
"antidemocratic"	1
"antidepressant"	2
"antidepressants"	1
"antidiscrimination"	2
"antidote"	2
"antietam"	1
"antihero"	1
"antilouse"	1
"antiobstruction"	1
"antiquarian"	1
"antiquated"	1
"antique"	8
"antiques"	2
"antiquities"	2
"antispall"	1
"antiterrorist"	1
"antithesis"	1
"antitrust"	6
"antiviral"	1
"antiwar"	3
"antoin"	1
"antoine"	3
"antoinette"	1
"antone"	1
"antoni"	21
"antonin"	5
"antonini"	20
"antonio"	17
"antonya"	3
"anwar"	1
"anxiety"	8
"anxious"	9
"anxiously"	1
"any"	350
"anybody"	33
"anymore"	23
"anyone"	87
"anything"	105
"anytime"	5
"anyway"	21
"anywhere"	15
"aol"	3
"aon"	1
"ap"	8
"apache"	2
"apart"	18
"apartheid"	3
"apartment"	30
"apartments"	10
"apathetic"	3
"apathy"	2
"aperitif"	1
"apexes"	1
"apiece"	3
"aplenty"	1
"aplington"	6
"aplomb"	1
"apocalypse"	2
"apocalyptic"	8
"apocryphal"	1
"apolitical"	2
"apollo"	17
"apologies"	2
"apologize"	4
"apologized"	3
"apology"	3
"apophis"	1
"apostasy"	1
"apotheosis"	1
"appalachian"	4
"appalachians"	1
"appalled"	5
"appalling"	2
"apparel"	1
"apparent"	16
"apparently"	34
"apparition"	1
"appeal"	30
"appealed"	4
"appealing"	16
"appeals"	18
"appear"	42
"appearance"	19
"appearances"	21
"appeared"	63
"appearing"	12
"appears"	33
"appeasement"	1
"appellate"	1
"appendage"	1
"appetite"	4
"appetites"	4
"appetizer"	2
"appetizing"	2
"applauded"	1
"applause"	4
"apple"	14
"applegate"	1
"apples"	4
"appliance"	1
"appliances"	4
"applicability"	1
"applicant"	1
"applicants"	6
"application"	14
"applications"	15
"applied"	20
"applies"	4
"apply"	19
"applying"	8
"appoint"	5
"appointed"	25
"appointee"	2
"appointees"	3
"appointing"	3
"appointment"	4
"appointments"	8
"appoints"	4
"apportion"	2
"appraisal"	6
"appraiser"	4
"appreciable"	1
"appreciably"	1
"appreciate"	9
"appreciated"	4
"appreciates"	1
"appreciating"	1
"appreciation"	8
"appreciative"	1
"apprehended"	1
"apprehension"	4
"apprehensive"	2
"apprentice"	1
"apprise"	1
"approach"	61
"approachable"	1
"approached"	8
"approaches"	10
"approaching"	7
"approbation"	1
"appropriate"	12
"appropriated"	1
"appropriately"	6
"appropriateness"	1
"approval"	22
"approve"	9
"approved"	28
"approving"	3
"approvingly"	1
"approximate"	1
"approximately"	8
"apriddledetnews"	1
"april"	36
"apron"	1
"apropos"	1
"aqua"	1
"aquaculture"	1
"aquarium"	2
"aquos"	1
"arab"	7
"arabesque"	2
"arabia"	7
"arabs"	1
"arachnoid"	1
"arafat"	1
"aragon"	8
"arakawa"	1
"arango"	1
"arba"	1
"arbitrary"	4
"arbitration"	4
"arbor"	4
"arc"	2
"arcade"	2
"arcane"	3
"arcangel"	4
"arch"	3
"archaeology"	1
"archaic"	2
"archbald"	1
"archbishop"	4
"archdiocese"	3
"arched"	3
"archeological"	4
"archeology"	1
"archer"	1
"archetypical"	1
"archibald"	3
"archie"	1
"archipelago"	2
"architect"	10
"architects"	3
"architectural"	1
"architecture"	10
"archive"	2
"archived"	1
"archivist"	2
"archivists"	1
"archostronomy"	1
"archrival"	3
"arctic"	1
"ardent"	4
"ardor"	1
"are"	2207
"area"	93
"areas"	67
"aren"	52
"arena"	8
"arenas"	3
"arenavirus"	1
"arenaviruses"	2
"argentina"	28
"argentine"	15
"argentines"	3
"argo"	3
"arguably"	5
"argue"	24
"argued"	25
"argues"	8
"arguing"	16
"argument"	30
"arguments"	16
"argus"	1
"aria"	1
"arias"	1
"arie"	2
"ariel"	2
"ariely"	1
"arif"	2
"arise"	1
"arising"	4
"aristocratical"	2
"aristotle"	3
"arithmetic"	1
"ariz"	7
"arizona"	50
"arjan"	1
"ark"	9
"arkansas"	9
"arlen"	3
"arlene"	1
"arlington"	5
"arm"	35
"armaments"	1
"armando"	2
"armchair"	2
"armed"	33
"armenia"	1
"armento"	1
"armies"	10
"arming"	1
"armisen"	2
"armor"	2
"armored"	5
"armpits"	1
"arms"	27
"armstrong"	3
"army"	102
"arnaldur"	1
"arnold"	3
"arose"	3
"around"	328
"arousing"	1
"arpeggios"	1
"arrabal"	1
"arrange"	5
"arranged"	9
"arrangement"	7
"arrangements"	7
"arranging"	2
"arrar"	1
"array"	15
"arrayed"	2
"arrest"	10
"arrested"	18
"arresting"	2
"arrestingly"	1
"arrests"	9
"arrival"	15
"arrivals"	2
"arrive"	15
"arrived"	46
"arrives"	5
"arriving"	14
"arriviste"	1
"arrogance"	5
"arrogantly"	1
"arron"	1
"arrow"	4
"arrowhead"	2
"arsenal"	2
"arsenio"	1
"art"	81
"arterial"	2
"arteries"	1
"artgallery"	1
"arthritis"	1
"arthur"	8
"article"	45
"articles"	8
"articulate"	3
"articulated"	1
"articulates"	1
"artifact"	1
"artifacts"	1
"artifice"	1
"artificial"	4
"artillery"	5
"artilleryman"	1
"artist"	22
"artistic"	7
"artists"	19
"artistshare"	3
"artrell"	1
"arts"	24
"arturo"	1
"artwork"	3
"artworks"	2
"arty"	1
"artyukhin"	14
"arvada"	1
"arzt"	1
"as"	3009
"asadorian"	1
"ascend"	3
"ascendant"	1
"ascended"	2
"ascending"	1
"ascends"	1
"ascension"	1
"ascent"	1
"asch"	1
"ascribe"	2
"ascribed"	1
"asem"	1
"asghar"	3
"ashamed"	2
"ashburn"	1
"ashcroft"	1
"asher"	1
"ashes"	2
"asheville"	1
"ashfaq"	1
"ashkenaz"	2
"ashlee"	1
"ashley"	5
"ashmont"	1
"ashore"	2
"ashton"	1
"asia"	13
"asian"	4
"asid"	1
"aside"	32
"asif"	2
"asim"	2
"ask"	41
"askari"	1
"asked"	147
"askew"	5
"asking"	51
"asks"	9
"asleep"	4
"asmerom"	2
"asmithsptimes"	2
"asner"	1
"aspect"	9
"aspects"	7
"aspen"	1
"asphalt"	1
"aspirants"	4
"aspirated"	1
"aspiration"	2
"aspirational"	1
"aspirations"	4
"aspires"	1
"aspirin"	1
"aspiring"	4
"aspx"	1
"assailant"	3
"assailed"	1
"assassin"	2
"assassinated"	3
"assassination"	13
"assassins"	1
"assault"	19
"assaulted"	3
"assaults"	3
"assemble"	4
"assembled"	7
"assembles"	1
"assembling"	1
"assembly"	11
"assemblyman"	2
"assemblywoman"	1
"assert"	1
"asserted"	7
"asserting"	5
"assertion"	4
"assertions"	1
"assertive"	1
"assertiveness"	2
"asserts"	5
"assess"	4
"assessed"	3
"assesses"	1
"assessing"	5
"assessment"	9
"assessments"	1
"asset"	9
"assets"	29
"assign"	3
"assigned"	12
"assigning"	1
"assignment"	3
"assignments"	1
"assimilate"	1
"assist"	14
"assistance"	30
"assistant"	35
"assistants"	1
"assisted"	7
"assisting"	1
"assists"	3
"associate"	24
"associated"	25
"associates"	8
"association"	50
"associations"	4
"assorted"	2
"assortment"	1
"assuaged"	1
"assume"	14
"assumed"	7
"assumes"	3
"assuming"	11
"assumpcao"	1
"assumption"	2
"assumptions"	8
"assurances"	1
"assure"	3
"assured"	6
"asterisk"	1
"asteroid"	2
"asteroids"	1
"asthma"	4
"aston"	1
"astonished"	1
"astonishing"	7
"astonishment"	2
"astoria"	2
"astounding"	3
"astray"	1
"astride"	1
"astringency"	1
"astronaut"	2
"astronomer"	2
"astronomers"	1
"astronomical"	2
"astronomy"	2
"astros"	3
"asus"	3
"asylum"	9
"at"	3087
"atafiya"	2
"ataifiya"	1
"ate"	6
"atgedgers"	1
"athens"	29
"athenswalkingtours"	2
"athlete"	9
"athletes"	12
"athletic"	15
"athletics"	3
"atk"	45
"atkins"	7
"atlanta"	52
"atlantic"	16
"atmosphere"	16
"atmospheric"	2
"atom"	1
"atomic"	2
"atonal"	1
"atop"	5
"atriums"	1
"atsc"	1
"attach"	1
"attache"	1
"attached"	15
"attachment"	1
"attachments"	2
"attack"	98
"attacked"	15
"attacker"	1
"attackers"	10
"attacking"	4
"attacks"	46
"attash"	5
"attempt"	26
"attempted"	9
"attempting"	5
"attempts"	16
"attend"	14
"attendance"	4
"attendant"	8
"attended"	39
"attendees"	1
"attending"	10
"attends"	2
"attention"	78
"attentions"	1
"attentive"	2
"attenuated"	1
"attest"	2
"atticus"	1
"attire"	2
"attitude"	16
"attitudes"	10
"attn"	1
"attorney"	48
"attorneys"	4
"attract"	11
"attracted"	15
"attracting"	6
"attraction"	6
"attractions"	5
"attractive"	15
"attracts"	3
"attributable"	1
"attribute"	1
"attributed"	7
"attributes"	4
"attributing"	1
"attribution"	1
"atwell"	5
"au"	1
"aubrey"	1
"auburn"	3
"auckland"	1
"auction"	13
"auctioneer"	2
"auctioneers"	1
"auctions"	5
"aud"	1
"audi"	1
"audience"	40
"audiences"	20
"audio"	7
"audiotape"	1
"audit"	5
"audited"	1
"audition"	2
"auditorium"	4
"audits"	3
"audrey"	8
"audubon"	1
"aug"	12
"augie"	4
"augment"	3
"augmenting"	1
"august"	49
"augustin"	1
"augustus"	1
"auke"	1
"auld"	6
"auman"	1
"aumansptimes"	1
"aunt"	3
"auntie"	3
"aura"	1
"aurora"	2
"auslander"	2
"auspices"	1
"auspiciously"	1
"austen"	1
"austere"	1
"austerities"	1
"austin"	4
"australia"	12
"australian"	7
"austria"	2
"authentic"	4
"author"	49
"authoritarian"	2
"authoritative"	1
"authorities"	25
"authority"	39
"authorization"	1
"authorized"	14
"authorizing"	2
"authors"	20
"autism"	1
"autistic"	2
"auto"	68
"autobiographical"	1
"autobiography"	3
"autodata"	3
"autodidacts"	1
"autographs"	3
"autoimpact"	1
"autoinfobank"	1
"automaker"	23
"automakers"	31
"automated"	5
"automatic"	13
"automatically"	6
"automobile"	1
"automobiles"	1
"automotive"	19
"autonomy"	5
"autopsy"	1
"autos"	7
"autumn"	9
"auxiliary"	1
"av"	1
"avail"	5
"availability"	3
"available"	72
"avalanche"	1
"avante"	1
"avatar"	3
"avaz"	2
"ave"	9
"avenged"	1
"avenging"	1
"avenida"	2
"aventine"	1
"aventis"	1
"avenue"	26
"avenues"	4
"average"	72
"averaged"	19
"averages"	5
"averaging"	9
"averse"	1
"averted"	3
"avery"	8
"aviation"	3
"aviator"	1
"avid"	4
"avidly"	2
"aviv"	1
"avocados"	1
"avoid"	36
"avoidance"	7
"avoided"	13
"avoiding"	7
"avoids"	3
"avon"	13
"avowal"	1
"avowed"	2
"avuncular"	2
"avuncularity"	1
"awaited"	1
"awaiting"	10
"awake"	2
"awakened"	1
"awakening"	2
"awakens"	1
"award"	28
"awarded"	16
"awards"	19
"aware"	23
"awareness"	4
"awash"	6
"away"	190
"awe"	4
"awesome"	4
"awful"	11
"awhile"	1
"awkward"	7
"awoke"	2
"awol"	1
"axelrod"	10
"axis"	1
"axlerod"	1
"ayana"	1
"ayelet"	1
"ayer"	1
"azayassptimes"	2
"azazel"	1
"azeele"	1
"aziz"	2
"b"	48
"ba"	2
"babbaro"	1
"babbled"	1
"babby"	2
"babe"	1
"babies"	9
"babu"	1
"baby"	39
"bacall"	1
"bach"	2
"bachelor"	13
"back"	513
"backbone"	2
"backbones"	1
"backbreaking"	1
"backcourt"	3
"backdoor"	2
"backdrop"	4
"backdrops"	2
"backe"	1
"backed"	26
"backer"	1
"backers"	2
"backfield"	2
"backfields"	1
"backfired"	1
"backfiring"	1
"background"	23
"backgrounds"	4
"backhanded"	1
"backheel"	1
"backhoes"	1
"backing"	11
"backlash"	2
"backlin"	1
"backlog"	5
"backlogged"	1
"backpack"	2
"backpacker"	1
"backpacking"	1
"backroom"	1
"backrooms"	1
"backs"	19
"backside"	2
"backstage"	3
"backup"	24
"backups"	2
"backward"	8
"backwards"	1
"backyard"	4
"backyards"	1
"bacon"	6
"bacteria"	6
"bacterial"	1
"bad"	146
"bader"	5
"badge"	1
"badly"	17
"baecque"	2
"baez"	4
"baffle"	1
"baffled"	2
"bafflement"	1
"baffling"	2
"bag"	27
"baggage"	1
"bagged"	1
"bagging"	2
"baghdad"	22
"bags"	24
"baguette"	1
"bahamas"	1
"bahlul"	9
"bahrain"	1
"bail"	2
"bailed"	1
"bailey"	9
"baileys"	1
"bailing"	5
"bailout"	37
"bailouts"	3
"bain"	2
"bait"	1
"baiting"	1
"bajaur"	8
"bajlan"	3
"bak"	3
"bake"	1
"baked"	7
"baker"	15
"bakery"	2
"baking"	3
"bal"	4
"balan"	1
"balance"	35
"balanced"	3
"balances"	1
"balancing"	3
"balart"	11
"balarts"	2
"balaton"	1
"balconies"	2
"balcony"	2
"bald"	2
"baldacci"	2
"baldly"	1
"baldwin"	8
"baled"	1
"bales"	2
"bali"	2
"balking"	1
"balky"	1
"ball"	98
"ballad"	1
"ballads"	3
"ballantine"	2
"ballcarrier"	1
"ballclub"	1
"ballet"	1
"ballgame"	3
"ballgames"	1
"ballistic"	1
"balloon"	17
"balloons"	1
"ballot"	75
"balloting"	1
"ballots"	98
"ballpark"	1
"ballplayer"	1
"ballpoint"	1
"ballroom"	11
"ballrooms"	1
"balls"	7
"balsa"	1
"baltimore"	12
"balyeat"	2
"balz"	1
"balzac"	1
"bam"	1
"bambi"	1
"ban"	21
"banal"	1
"banana"	3
"banco"	3
"bancorp"	1
"bancroft"	3
"band"	14
"bandana"	1
"bandanas"	1
"bandied"	1
"bandits"	1
"bands"	3
"bandstand"	2
"bandwagon"	2
"bandwidth"	1
"bane"	1
"bang"	7
"bangalore"	3
"banged"	3
"bangkok"	5
"bangs"	2
"banished"	2
"bank"	224
"banker"	20
"bankers"	16
"banking"	28
"bankinnovation"	1
"banknorth"	2
"bankrupt"	5
"bankruptcies"	2
"bankruptcy"	11
"banks"	162
"banned"	6
"banner"	4
"banners"	1
"banning"	4
"bannister"	1
"bannon"	1
"banquets"	2
"bans"	3
"banshee"	1
"banter"	1
"bantu"	1
"banwell"	7
"baptist"	14
"baqouba"	2
"baquba"	2
"bar"	32
"bara"	1
"barack"	215
"baracko"	1
"barackobama"	2
"barajas"	2
"barak"	2
"baranauckas"	1
"barazite"	2
"barbara"	8
"barbarians"	1
"barbecue"	2
"barbecues"	3
"barbed"	1
"barber"	5
"barbershop"	1
"barbie"	1
"barbiturates"	1
"barbra"	1
"barcelona"	4
"barch"	4
"barclay"	1
"barclays"	5
"bare"	9
"barebones"	1
"barefoot"	1
"barely"	21
"bargain"	2
"bargains"	5
"barge"	1
"barges"	6
"baritone"	1
"bark"	1
"barker"	1
"barking"	3
"barkley"	2
"barkleys"	1
"barley"	1
"barn"	3
"barney"	10
"barnhart"	1
"barnstorming"	1
"barometer"	3
"baron"	4
"barone"	1
"barons"	2
"baroque"	2
"barracks"	3
"barrage"	4
"barrages"	1
"barred"	1
"barrel"	10
"barrera"	1
"barreradailynews"	1
"barreto"	1
"barrett"	7
"barricades"	3
"barrie"	2
"barrier"	3
"barriers"	9
"barring"	4
"barrios"	5
"barroom"	1
"barrow"	19
"barry"	19
"bars"	23
"bartender"	4
"bartenders"	1
"barth"	1
"bartholomew"	1
"bartkevicius"	1
"bartlett"	2
"barton"	1
"barzun"	2
"basal"	1
"bascomb"	3
"base"	69
"baseball"	58
"baseboard"	1
"based"	161
"basel"	4
"baseless"	2
"baseman"	6
"basemen"	1
"basement"	11
"basements"	1
"bases"	3
"bashed"	1
"basic"	21
"basically"	14
"basics"	1
"basil"	1
"basing"	1
"basis"	18
"bask"	1
"basket"	7
"basketball"	40
"baskets"	2
"basking"	1
"basque"	2
"basra"	4
"bass"	5
"bassist"	1
"bassols"	2
"bastard"	1
"bastion"	1
"bastions"	2
"bat"	3
"bataille"	1
"batali"	11
"batches"	1
"bate"	5
"bath"	12
"bathed"	2
"bathhouse"	1
"bathing"	2
"bathroom"	4
"bathrooms"	4
"baths"	2
"batista"	2
"baton"	6
"bats"	12
"battaile"	2
"battalion"	2
"batted"	3
"batten"	6
"batter"	4
"battered"	6
"battery"	5
"batting"	3
"battle"	82
"battled"	5
"battlefield"	4
"battleground"	37
"battlegrounds"	6
"battles"	6
"battling"	9
"baumohl"	1
"bawdy"	1
"bay"	100
"bayan"	2
"bayer"	1
"bayernlb"	2
"baying"	1
"baylor"	4
"baytown"	1
"baywalk"	1
"bazaar"	1
"bbc"	9
"bbdo"	1
"bc"	8
"bcs"	10
"be"	2461
"bea"	1
"beach"	62
"beaches"	5
"beachfront"	1
"beachfronts"	1
"beachhead"	1
"beachless"	1
"beacon"	2
"beaded"	1
"beak"	1
"beam"	4
"beaming"	3
"beams"	2
"bean"	5
"beans"	23
"bear"	13
"bearable"	1
"bearcats"	4
"beard"	1
"beards"	2
"beare"	1
"bearers"	1
"bearing"	8
"bearings"	2
"bearish"	1
"bears"	31
"beast"	3
"beat"	50
"beaten"	17
"beating"	18
"beatings"	1
"beatle"	1
"beatles"	1
"beatrice"	1
"beats"	2
"beatty"	4
"beau"	1
"beaubien"	1
"beaumont"	1
"beauties"	1
"beautification"	1
"beautiful"	41
"beautifully"	6
"beautify"	1
"beauty"	10
"beaver"	5
"became"	102
"because"	631
"beck"	8
"beckham"	7
"beckon"	1
"beckoned"	1
"becky"	2
"become"	196
"becomes"	18
"becoming"	32
"bed"	14
"bedeviled"	1
"bedfellows"	1
"bednarik"	1
"bedouin"	1
"bedroom"	25
"bedrooms"	6
"beds"	2
"bedside"	1
"bedspreads"	1
"bedtime"	4
"beechcraft"	1
"beef"	10
"beefed"	2
"beeline"	2
"beemer"	3
"been"	1144
"beeping"	1
"beer"	18
"beers"	2
"beersheva"	1
"beeston"	1
"beethoven"	1
"beezie"	1
"befall"	1
"befitting"	1
"before"	444
"beforehand"	3
"befriended"	1
"begala"	1
"began"	155
"begat"	1
"begets"	1
"beggar"	2
"begging"	2
"begich"	2
"begin"	63
"beginning"	52
"beginnings"	2
"begins"	19
"begotten"	1
"begs"	2
"beguiling"	1
"begun"	25
"behalf"	15
"behave"	8
"behaved"	2
"behaving"	1
"behavior"	35
"behavioral"	4
"behaviors"	1
"behemoth"	1
"behest"	3
"behind"	133
"beholden"	2
"beijing"	23
"beilin"	18
"beimel"	3
"bein"	1
"being"	321
"beings"	1
"bel"	3
"belarus"	2
"belarussian"	1
"belated"	1
"belatedly"	1
"belched"	1
"beleaguered"	2
"belfast"	3
"belgian"	3
"belgium"	3
"belichick"	28
"belied"	1
"belief"	11
"beliefs"	6
"believe"	115
"believed"	42
"believer"	1
"believers"	2
"believes"	41
"believing"	7
"belizaire"	3
"belize"	1
"bell"	13
"bella"	6
"bellboy"	1
"bellevue"	2
"bellies"	2
"bellina"	1
"bellman"	3
"bellovian"	2
"bellow"	13
"bellowing"	1
"bells"	3
"bellsouth"	2
"bellwether"	3
"belly"	3
"belmont"	3
"belo"	3
"belong"	5
"belonged"	2
"belonging"	3
"belongings"	3
"belongs"	2
"beloved"	12
"below"	29
"belt"	12
"belted"	3
"belting"	1
"beltish"	1
"beltran"	3
"belts"	5
"beltway"	2
"belushi"	1
"bemba"	1
"bemoaning"	1
"bemused"	1
"bemusement"	3
"ben"	19
"benbow"	1
"bench"	31
"benched"	2
"benching"	1
"benchmark"	9
"benchmarked"	1
"benchmarks"	1
"bend"	3
"bender"	1
"bendixen"	1
"bends"	5
"beneath"	8
"benedict"	1
"benedictine"	1
"beneficial"	5
"benefit"	36
"benefited"	5
"benefiting"	2
"benefits"	51
"benefitted"	3
"benet"	1
"bengal"	1
"bengals"	16
"bengie"	2
"benign"	2
"benjamin"	10
"benjarvus"	3
"benjo"	3
"bennett"	9
"bennington"	1
"benson"	1
"bent"	3
"bentley"	1
"benz"	4
"benzodiazepines"	1
"bequeathed"	2
"berated"	2
"berates"	1
"berating"	1
"bergen"	2
"bergenthal"	1
"berger"	4
"bergeron"	1
"bergeson"	1
"bergman"	2
"bergonzi"	1
"berkeley"	11
"berkery"	1
"berkman"	1
"berkshire"	1
"berle"	1
"berleman"	1
"berlin"	13
"berlioz"	1
"berm"	1
"berman"	9
"bermand"	2
"bermanian"	1
"bernal"	1
"bernanke"	3
"bernard"	9
"bernardino"	1
"bernards"	4
"bernie"	1
"bernstein"	1
"berris"	2
"berrisnytimes"	4
"berry"	1
"berst"	1
"bert"	2
"berth"	3
"bertha"	8
"berths"	1
"berwin"	1
"beschloss"	2
"beside"	10
"besides"	18
"besieged"	1
"besson"	2
"best"	295
"bestseller"	1
"bet"	18
"beta"	2
"betancourt"	1
"beth"	4
"bethel"	2
"bethesda"	1
"bethune"	7
"betrayed"	3
"bets"	8
"better"	209
"betts"	7
"betty"	2
"between"	286
"beulah"	3
"beus"	11
"bevbeckham"	1
"beverages"	1
"beverly"	15
"bevy"	1
"beware"	4
"bewildered"	3
"bewilderment"	1
"beyonce"	1
"beyond"	68
"bff"	1
"bian"	2
"bianca"	1
"bianchi"	2
"biannual"	2
"biannually"	1
"bias"	6
"biased"	5
"bibb"	1
"bibendum"	2
"bible"	4
"biblical"	4
"biblically"	1
"bickered"	1
"bickering"	3
"bickford"	1
"bicycle"	2
"bid"	33
"bidart"	1
"bidder"	3
"bidders"	2
"bidding"	8
"biden"	68
"bids"	6
"bielskis"	1
"biennial"	3
"biennials"	3
"bienvenue"	1
"bierce"	1
"big"	351
"bigalow"	1
"bigelow"	2
"bigger"	33
"biggest"	117
"bigot"	1
"bike"	4
"bikes"	1
"biking"	1
"bilardo"	1
"bilateral"	1
"bilbao"	4
"bilco"	1
"bile"	1
"bilingual"	1
"bilking"	1
"bill"	159
"billable"	2
"billboard"	4
"billboards"	3
"billed"	3
"billiam"	2
"billick"	2
"billings"	1
"billion"	217
"billionaire"	1
"billions"	16
"bills"	73
"billups"	34
"billy"	10
"biltmore"	5
"bin"	37
"binalhibh"	1
"binalshibh"	1
"binary"	3
"binge"	16
"binghamton"	1
"bio"	2
"biodiversity"	1
"biofilms"	1
"biofuel"	9
"biofuels"	6
"biographer"	1
"biographical"	4
"biographies"	2
"biography"	9
"biolab"	1
"biological"	4
"biologically"	1
"biologist"	2
"biologists"	3
"biology"	3
"bioluminescence"	1
"biopic"	2
"biopsy"	1
"bipartisan"	14
"bipolar"	3
"biracial"	3
"bird"	5
"birder"	1
"birds"	10
"birinyi"	5
"birkenstocks"	1
"birmingham"	2
"birt"	1
"birth"	14
"birthday"	8
"birthplace"	3
"birthright"	2
"births"	3
"birtle"	1
"biscayne"	2
"biscuit"	1
"biscuits"	1
"bisexual"	2
"bishop"	9
"bishops"	5
"bisphenol"	1
"bistro"	2
"bistrocitronnyc"	1
"bit"	87
"bitching"	1
"bite"	6
"biter"	2
"bites"	4
"bits"	5
"bitter"	13
"bitterness"	5
"bittersweet"	1
"bittman"	2
"bitty"	1
"bivens"	8
"biweekly"	1
"bizarre"	11
"bizarro"	1
"black"	204
"blackberry"	4
"blackberrys"	2
"blackburn"	5
"blacked"	1
"blackened"	1
"blackhawks"	1
"blackjack"	1
"blackmail"	1
"blackout"	1
"blacks"	15
"blacksmith"	4
"blackstone"	14
"blade"	8
"blades"	4
"blah"	3
"blair"	5
"blake"	8
"blaker"	2
"blam"	1
"blame"	24
"blamed"	12
"blames"	2
"blaming"	2
"blanch"	1
"blanchard"	11
"blanche"	1
"blanchett"	1
"bland"	2
"blank"	9
"blanket"	3
"blanketed"	2
"blanking"	1
"blankly"	1
"blare"	1
"blares"	1
"blase"	1
"blasphemous"	1
"blast"	11
"blasted"	5
"blasting"	5
"blasts"	8
"blather"	1
"blaudschun"	2
"blaylock"	1
"bleached"	1
"bleacher"	1
"bleachers"	8
"bleak"	4
"bleary"	1
"bled"	2
"bleed"	2
"bleeding"	3
"bleep"	3
"bleeped"	1
"bleeps"	1
"blehert"	4
"bleier"	1
"blend"	7
"blending"	1
"blends"	2
"bless"	3
"blessed"	7
"blessing"	19
"blessings"	1
"blew"	7
"blight"	1
"blind"	9
"blinding"	2
"blinds"	1
"blindsided"	3
"blink"	1
"bliss"	2
"blissful"	2
"blithely"	1
"blitz"	2
"blitzed"	2
"blitzer"	4
"blitzing"	1
"blizzard"	3
"bln"	1
"bloated"	2
"blob"	1
"bloc"	8
"block"	30
"blockading"	1
"blockbuster"	7
"blockbusters"	2
"blocked"	9
"blocker"	10
"blocking"	11
"blocks"	17
"bloemfontein"	1
"blog"	18
"blogbook"	1
"blogged"	2
"blogger"	2
"bloggers"	1
"blogging"	1
"blogospheres"	1
"blogs"	19
"blogspot"	1
"blond"	9
"blonde"	2
"blood"	22
"bloodedly"	1
"bloodshed"	1
"bloodshot"	1
"bloodsuckers"	1
"bloody"	3
"bloom"	8
"bloomberg"	26
"bloomed"	2
"bloomfield"	1
"blooms"	1
"bloozy"	1
"blossoming"	1
"blossoms"	1
"blountsville"	1
"blountville"	2
"blouses"	2
"blow"	18
"blower"	4
"blowing"	8
"blown"	7
"blowout"	1
"blows"	2
"blu"	7
"blue"	71
"blueberries"	1
"blueprint"	1
"blues"	6
"bluestone"	1
"bluetooth"	3
"bluff"	2
"bluford"	1
"bluish"	1
"blume"	1
"blumke"	6
"blunders"	2
"blunt"	6
"blunted"	1
"blunter"	1
"bluntly"	4
"blur"	4
"blurred"	3
"blurry"	1
"blurted"	1
"blurts"	1
"bluster"	1
"blustery"	1
"blvd"	7
"blxware"	2
"blyth"	1
"blythe"	1
"bmw"	2
"bnp"	1
"bo"	1
"board"	98
"boarded"	2
"boarder"	2
"boarders"	5
"boarding"	10
"boardrooms"	1
"boards"	14
"boast"	3
"boasted"	2
"boasts"	5
"boat"	21
"boatmen"	1
"boats"	6
"bob"	47
"bobbie"	1
"bobbing"	4
"bobby"	11
"bobcat"	2
"bobcats"	6
"boca"	3
"bocadillo"	1
"bocanegra"	1
"bocephus"	1
"bochum"	1
"bode"	3
"bodes"	2
"bodies"	18
"bodnar"	1
"body"	75
"bodyguards"	4
"bodysuit"	1
"bodysurf"	1
"boeckmann"	2
"boeing"	6
"boer"	1
"boffo"	1
"bog"	3
"boggling"	2
